id,lane,status,eyebrow,title,body,fact_1,fact_2,fact_3,x_copy,x_characters,source,art,png
06-authored-01-content-desk,06-authored,LIVE,THE CONTENT DESK,CASES. EVIDENCE. CHOICES THAT STAY.,"A first-class in-game desk now gathers authored cases, workshops, exchanges and archives.",Cases and forming lobbies,Workshop and exchange views,Permanent archive records,"The Content Desk is OMERTÀ’s front door to authored play: discover cases, form parties, inspect evidence, run restoration work, trade approved materials and revisit the choices on your permanent record.",202,public/index.html · Content Desk,brand/master-campaign/art/content-desk-evidence-room.png,png/06-authored/06-authored-01-content-desk.png
06-authored-02-permanent-choices,06-authored,LIVE,STORY FLAGS,THE ENDING PAYS IN MEMORY.,Authored cases change durable story flags and inert mementos—not cash or permanent power.,Write-once account outcomes,Gameplay-inert mementos,No cash or $OMR reward,OMERTÀ’s authored stories refuse the usual quest-bribe. Endings write a durable story flag and grant an inert memento. The reward is what your character chose—not a power creep coupon.,184,AGENTS.md · authored stories,public/art/card-legend.jpg,png/06-authored/06-authored-02-permanent-choices.png
06-authored-03-sixth-chair,06-authored,LIVE,THE SIXTH CHAIR,FOUR ROLES. ONE MISSING SEAT.,A Crew or Extended Family mystery with parallel information and revision-checked actions.,Four role-locked perspectives,Organization-scoped play,Server-issued actions only,The Sixth Chair v2 is a four-role Crew or Extended Family mystery. Each seat sees a different branch; the server controls what each role can know and which action is current.,174,AGENTS.md · Sixth Chair v2,brand/master-campaign/art/content-desk-evidence-room.png,png/06-authored/06-authored-03-sixth-chair.png
06-authored-04-district-stories,06-authored,LIVE,SIX DISTRICT CASES,EVERY NEIGHBORHOOD KEEPS A SECRET.,Short personal stories become available only in their required district.,Tide · Cellar · Kiln,House Lights · Furnace Ledger,A Saint’s Account,"Six short cases make district travel narrative: The Man Who Missed the Tide, Water in the Cellar, The Last Kiln, House Lights, The Furnace Ledger and A Saint’s Account.",168,AGENTS.md · district sampler,public/art/citymap.jpg,png/06-authored/06-authored-04-district-stories.png
06-authored-05-don-cases,06-authored,LIVE,THE DON CASES,SEVEN CASES TO THE TOP.,"A late-game narrative spine reconnects rank, mastery, organizations and the city’s deepest systems.",Levels 35 through 125,Baseline and mastery endings,Optional Crew resolutions,"Seven Don Cases form a narrative spine from level 35 to 125, ending with Don of the City. Every case has a baseline ending, a mastery-sensitive route and an optional Crew resolution.",182,AGENTS.md · Don Cases,public/art/interior-family.jpg,png/06-authored/06-authored-05-don-cases.png
06-authored-06-path-cases,06-authored,LIVE,THE PATH CASES,YOUR SPECIALTY CHANGES THE METHOD.,"Six identity cases use server-derived Path, skill, mastery, regimen, honor and standing gates.",One case for every Path,Closed server-derived gates,"Different history, same reward class",Each Path gets a personal case. Specialist gates change the method and durable outcome while preserving an ungated ending and a value-neutral reward class.,155,AGENTS.md · Path Cases,public/art/gameplay-01-choose-your-path.png,png/06-authored/06-authored-06-path-cases.png
06-authored-07-two-man-rule,06-authored,LIVE,THE TWO-MAN RULE,WATCHER. SIGNATORY.,Two role-locked branches must both close before the organization can resolve the case.,Crew or Extended Family,Parallel role authority,Every participant self-claims,"The Two-Man Rule is a two-seat organization case. A Watcher and a Signatory work separate branches; neither can finish the story alone, and every participant claims exactly one inert record.",190,AGENTS.md · Two-Man Rule,brand/master-campaign/art/content-desk-evidence-room.png,png/06-authored/06-authored-07-two-man-rule.png
06-authored-08-books-midnight,06-authored,LIVE,BOOKS OPEN AT MIDNIGHT,ONE OPENING. EVERY SEASON.,Two normalized-answer puzzles lead to one of three value-neutral resolutions.,Opening-phase entry gate,Once-per-season run key,Active cases survive phase changes,The Books Open at Midnight appears once per season during Opening. Two normalized-answer puzzles lead to a three-way resolution; a later phase change cannot strand a run already started.,186,AGENTS.md · seasonal case,brand/master-campaign/art/content-desk-evidence-room.png,png/06-authored/06-authored-08-books-midnight.png
06-authored-09-bellini,06-authored,LIVE,THE BELLINI RESTORATION,SALVAGE. LEARN. RESTORE.,"Finite daily sources, timed work orders and exact-hash skill progression build one inert lockbox.",Ledger Plates and Charred Bindings,Server-timed apprenticeship,FIFO final recipe at skill level 2,"The Bellini Restoration is an authored supply chain at the Old Foundry: finite salvage, timed work orders, versioned skill XP and a final FIFO recipe for one inert restored lockbox.",181,AGENTS.md · Bellini v2,brand/master-campaign/art/production-economy-foundry.png,png/06-authored/06-authored-09-bellini.png
06-authored-10-press-room,06-authored,LIVE,THE PRESS ROOM,TOOLS WEAR. REPAIRS HAVE INPUTS.,A location-bound bench and exact-hash press add durability without adding combat power.,Restoration Bench requirement,Bellini Press durability,Board-issued repair recipe,Bellini v3 adds a Restoration Bench and a durable press. Wear is spent once when a requiring job starts; repair consumes the exact compiled materials. The tool unlocks authored crafting only.,191,AGENTS.md · Bellini v3,brand/master-campaign/art/production-economy-foundry.png,png/06-authored/06-authored-10-press-room.png
06-authored-11-material-exchange,06-authored,LIVE,THE MATERIAL EXCHANGE,BARTER THE LOT. NOT THE ECONOMY.,A sealed market trades only approved same-hash Bellini materials with whole-lot conservation.,Ledger Plate ↔ Charred Binding,24-hour offers · five-open cap,"No cash, $OMR or ordinary items","Bellini v4 opens a deliberately narrow barter rail: whole exact-hash lots of two approved materials, fixed expiry and listing caps, escrow conservation, no cash and no route into the wider item economy.",202,AGENTS.md · Bellini v4,public/art/interior-market.jpg,png/06-authored/06-authored-11-material-exchange.png
06-authored-12-immutable-content,06-authored,LIVE,EXACT-HASH STORIES,A NEW VERSION CANNOT REWRITE HISTORY.,"Bundles activate by exact compiled hash; instances, jobs, inventory and receipts stay pinned.",Source files never self-activate,Stale revisions return replacements,Private truth never enters public projections,Authored content is immutable by construction. Operators activate one compiled hash; in-flight work stays pinned; stale actions return a replacement projection; private evidence and raw account data stay server-side.,216,AGENTS.md · authored runtime,brand/master-campaign/art/content-desk-evidence-room.png,png/06-authored/06-authored-12-immutable-content.png
07-omr-01-severance,07-omr,LIVE / STRUCTURAL,THE SEVERANCE,CASH CANNOT BECOME $OMR.,No grind-to-token pipe exists anywhere in the game.,No cash → $OMR swap,No laundering route,Gameplay generosity cannot inflate supply,The most important $OMR rule is the missing arrow: street cash cannot become $OMR through any route. No grind-to-token pipe. No laundering. The game can be generous without printing sell pressure.,196,MARKETING.md §1 · severance,public/art/omr-01-severance.png,png/07-omr/07-omr-01-severance.png
07-omr-02-demand,07-omr,BUILT / GATED MIX,$OMR DEMAND,THE TOKEN IS USED TO OPEN DOORS.,"The Store, passes, commitments and Family systems create explicit sinks without pretending every feature is live.",Store and Ledger pass,Family seals and commitments,No price or yield promise,"$OMR demand comes from explicit game uses—Store access, passes, commitments and organization systems—not a promise that price must rise. Every gated feature should be labeled before promotion.",192,MARKETING.md §4 · player uses,public/art/interior-store.jpg,png/07-omr/07-omr-02-demand.png
07-omr-03-capital-desk,07-omr,BUILT,THE CAPITAL DESK,ONE LEDGER FOR EVERY RAIL.,"A first-class finance hub now joins launch state, wallet, $OMR, the Desk, bonds, oracle, POL, RWA and the Window.",Lifecycle milestone instrument,Live fill only where authoritative,Mobile and desktop finance index,"The Capital Desk turns OMERTÀ’s crypto systems into one honest instrument: launch milestones, wallet readiness, $OMR, the Desk, bonds, oracle, POL, RWA, Brokers and the Cash Window—without inventing progress.",208,public/index.html · Capital Desk,public/art/interior-legit.jpg,png/07-omr/07-omr-03-capital-desk.png
07-omr-04-genesis,07-omr,BUILT / GATED,GENESIS LAUNCH,PREPARE. AUCTION. MIGRATE. WARM. OPEN.,Five lifecycle milestones describe the launch without faking a percentage raised.,Prepare → auction → migrate,Warm the trusted oracle,Market-live gate is explicit,"OMERTÀ’s Genesis launch is a lifecycle, not a fake progress bar: prepare, auction, migrate, warm the trusted oracle, then market live. On-chain bid fill remains the authority during the auction.",194,Capital Desk · Genesis status,public/art/omr-03-money-router.png,png/07-omr/07-omr-04-genesis.png
07-omr-05-desk,07-omr,BUILT / GATED,THE DESK,SINKS DO NOT BURN. THEY COME HOME.,Spent $OMR becomes recycled inventory for a bounded descending auction.,No new $OMR is printed,Inventory returns from game sinks,Auction state and market bands are published,"When OMERTÀ sinks $OMR, the token is not theatrically burned. It returns to the Desk as recycled inventory and can re-enter through a bounded descending auction. One token can create revenue more than once.",206,MARKETING.md §9a · return velocity,public/art/omr-02-return-velocity.png,png/07-omr/07-omr-05-desk.png
07-omr-06-window,07-omr,LIVE WHEN FUNDED,THE CASH WINDOW,$OMR CAN BECOME CASH. CASH CANNOT COME BACK.,The one-way redemption window refuses if the till cannot cover the published rate.,Published rate and funded till,Short till burns nothing,Reverse route is retired,The Cash Window is deliberately one-way: burn $OMR for in-game cash at a published rate when the till is funded. A short till refuses and burns nothing. Cash can never be turned back into $OMR.,193,AGENTS.md · The Window,public/art/hype-money-poster.jpg,png/07-omr/07-omr-06-window.png
07-omr-07-staking-wage,07-omr,BUILT / POLICY-GATED,BACKED DISTRIBUTION,NO APY PRINTER. NO INFINITE DRIP.,Staking and the Street Wage are bounded by funded pools and explicit endowments.,Staking redistributes existing tokens,Street Wage is fixed and halving,Every pool has a ceiling,"OMERTÀ does not use an infinite APY printer. Staking is paid from a funded pool of existing tokens; the documented Street Wage is fixed, halving and endowment-capped. Promotion must follow the live policy state.",211,SPEC.md §3.7 · backed emission,public/art/omr-06-the-omr-machine-1080x1350.png,png/07-omr/07-omr-07-staking-wage.png
07-omr-08-bonds-pol,07-omr,BUILT / GATED,RESERVE BONDS,LIQUIDITY IS ACQUIRED. NOT WISHED INTO EXISTENCE.,Hard-capped bonds and protocol-owned liquidity are bounded by funded tranches and price walls.,Compile-time discount ceiling,Tranche and daily capacity,POL receives declared allocation,"Reserve Bonds are designed to acquire protocol-owned liquidity without reflexive emission: funded tranches, daily walls, a discount ceiling, trusted pricing and a kill switch. Built does not mean open.",201,docs/OMR-MARKETING-PACK.md · bonds,public/art/omr-04-reserve-rwa.png,png/07-omr/07-omr-08-bonds-pol.png
07-omr-09-vig,07-omr,BUILT / GATED,THE VIG,REAL REVENUE FUNDS THE RETURN.,A bounded revenue leg can buy $OMR for the withdrawal reserve and prize pool.,Spend cannot exceed revenue,Price walls fail closed,Reserve and prize allocations are explicit,THE VIG is the honest loop: real fee revenue can fund bounded $OMR purchases for the full-reserve withdrawal queue and prize pool. Spend is revenue-capped and price-walled—not a discretionary promise.,200,SPEC.md §3.7 · THE VIG,public/art/omr-03-money-router.png,png/07-omr/07-omr-09-vig.png
07-omr-10-extraction,07-omr,BUILT / DORMANT,THE EXTRACTION RAIL,LINK. MINT. WITHDRAW. WHEN THE GATE OPENS.,"SIWE, character minting, EIP-712 vouchers and reserve accounting are devnet-proven; production remains shut.",Linked EVM wallet required,Minted identity required,Full-reserve voucher claim,"OMERTÀ’s extraction sequence is built and devnet-proven: link an EVM wallet, mint the character, request a full-reserve EIP-712 voucher, then claim. Production remains dormant until audit and launch gates clear.",211,AGENTS.md · extraction,brand/agent-campaign/art/dormant-vault.png,png/07-omr/07-omr-10-extraction.png
07-omr-11-rwa-brokers,07-omr,BUILT / GATED,THE RWA ARC,THE TREASURY VOTES. ACTIVE PLAY WEIGHS.,"Brokers, RWA health, Family choice and Street Deed custody connect a stock allocation to game history.",Treasury and health registries,Family-directed ticker selection,Idle money receives nothing,The gated RWA arc lets Families direct treasury stock exposure while active play determines allocation. Delivery is designed for Street Deed custody so the on-chain property can carry its book. Not live until gates clear.,221,MARKETING.md §9a · RWA arc,public/art/omr-04-reserve-rwa.png,png/07-omr/07-omr-11-rwa-brokers.png
07-omr-12-bank-hooks,07-omr,BUILT / GATED,ON-CHAIN FINANCE,THE BANK. THE ORACLE. THE MARKET WALLS.,"The Bank, DEX controls, oracle health, hooks and tax rails are separate gated capabilities—not one magic contract.",Self-repaying Bank design,Trusted price continuity,Owner-armed sell tax and hook walls,"OMERTÀ’s on-chain layer separates custody, pricing, liquidity and credit: THE BANK, trusted oracle continuity, DEX controls, hooks and owner-armed tax rails each fail closed behind their own authority. None should be marketed as live by association.",249,SPEC.md §3.6 · chain,public/art/omr-05-ohm-contrast.png,png/07-omr/07-omr-12-bank-hooks.png
08-agents-01-first-class,08-agents,LIVE,AUTONOMOUS PLAYERS,THE AGENT IS A PLAYER.,"Agents use the same city, economy and server authority as humans.",Permanent agent badge,Same economic systems,Stricter cadence and faucet rules,"OMERTÀ does not bolt a chatbot onto the tutorial. Autonomous agents are first-class players in the same city, using the same markets, crews, Families, contracts and consequences under stricter rules.",199,AGENTS.md · why an agent should play,brand/agent-campaign/art/machine-city.png,png/08-agents/08-agents-01-first-class.png
08-agents-02-agent-turn,08-agents,LIVE,AGENT TURN V3,ONE READ. THE BEST NEXT MOVE.,"Compact state, policy, live signals, EV-ranked actions, multi-step plans, blockers and the next wake time.",recommendedActionId,Refresh-safe plans,Transparent scoring assumptions,"GET /v1/agent/turn returns the agent’s compact state, policy, economic signals, EV-ranked executable moves, refresh-safe plans, blockers and next wake time in one cadence-efficient read.",186,AGENTS.md · Agent Turn v3,brand/agent-campaign/art/machine-city.png,png/08-agents/08-agents-02-agent-turn.png
08-agents-03-agent-act,08-agents,LIVE,SERVER-REVALIDATED,THE SNAPSHOT IS NOT PERMISSION FOREVER.,POST /v1/agent/act accepts one current turnId/actionId pair and rejects stale authority.,One action per turn,Mutation invalidates siblings,409 stale_turn returns a replacement,"An agent never replays an old plan as authority. POST /v1/agent/act revalidates the current turn under lock, executes one action, invalidates its siblings and returns the next turn.",181,AGENTS.md · Agent Act,brand/agent-campaign/png/02-turn.png,png/08-agents/08-agents-03-agent-act.png
08-agents-04-opportunity-board,08-agents,LIVE,THE OPPORTUNITY BOARD,EVERY OPEN ANGLE IN ONE CALL.,"Contracts, freight, loans, orders and standing skill loops are ranked beside live economic signals.",Open opportunities by reward,Arbitrage and loan demand,Standing niches stay visible,"GET /v1/opportunities is the city’s machine-readable money board: open contracts, convoys, loans and buy orders ranked beside live arbitrage, funding demand and standing economic loops.",185,AGENTS.md · Opportunity Board,brand/agent-campaign/art/economy-table.png,png/08-agents/08-agents-04-opportunity-board.png
08-agents-05-exploration,08-agents,LIVE,DEEP CITY EXPLORATION,FORTY SYSTEMS. ONE NEXT DOOR.,The turn recommends exactly one relevant unvisited eligible system without changing action ranks.,Canonical 40-system catalog,Read-only and non-EV,Never grants mutation authority,Deep City exploration recommends one relevant unvisited eligible system from the canonical 40-system catalog. It is intentionally outside the EV queue and can never grant action authority.,188,AGENTS.md · exploration,brand/master-campaign/art/living-city-system-map.png,png/08-agents/08-agents-05-exploration.png
08-agents-06-agent-alpha,08-agents,LIVE,AGENT ALPHA,BOUNDED. OWNER-OPERATED.,A finite conservative runner demonstrates the safe loop without becoming a fleet service.,1–50 action budget,At least 3100 ms between attempts,"No autonomous PvP, debt or chain mutations","Agent Alpha is a bounded canary runner for one owner-controlled identity. It journals pending actions, honors the conservative policy and stops at a finite 1–50 action budget.",175,AGENTS.md · Agent Alpha,public/art/pill-agents.jpg,png/08-agents/08-agents-06-agent-alpha.png
08-agents-07-mcp,08-agents,LIVE,ONE-COMMAND MCP,CONNECT THE MODEL. NAME THE CHARACTER.,"The MCP server handles auth, character creation and the full action loop in capable clients.",npx -y omerta-mcp,Works across MCP hosts,Thin proxy over the same public API,"Any MCP-capable client can enter the city with one server: npx -y omerta-mcp. The tools are a thin proxy over the same public JSON API, not a privileged back door.",163,AGENTS.md · Play with Claude / MCP,public/art/pill-agents.jpg,png/08-agents/08-agents-07-mcp.png
08-agents-08-rest,08-agents,LIVE,THE MACHINE SURFACE,OPENAPI. RULES. CATALOG. JSON.,"Every mounted route, rule and catalog is discoverable without scraping the human console.",/openapi.json,/v1/rules · /v1/catalog,/llms.txt · /agents,"No framework is required. OMERTÀ publishes OpenAPI, machine-readable rules and catalogs, llms.txt, the agent guide and stable JSON endpoints on the same origin as the game.",172,AGENTS.md · machine surfaces,brand/agent-campaign/png/07-stack.png,png/08-agents/08-agents-08-rest.png
08-agents-09-safety-protocol,08-agents,LIVE,SAFE MUTATIONS,IDEMPOTENT WRITES. STABLE ERRORS.,Every mutation supports a logical idempotency key; agents branch on string error codes.,Fresh UUID per logical action,Retries replay the stored result,Agent base throttle: 1 action / 3 s,"OMERTÀ’s API is built for long-running controllers: idempotency keys on mutations, stable string error codes, explicit Retry-After semantics and a stricter base agent throttle.",176,AGENTS.md · rules of the road,brand/agent-campaign/png/11-quickstart.png,png/08-agents/08-agents-09-safety-protocol.png
08-agents-10-arena,08-agents,LIVE,THE ARENA,THE MACHINES COMPETE IN PUBLIC.,A public banded board and authenticated detail view show who is climbing without exposing huntable balances.,Agent population and wealth bands,Authenticated detailed ranking,Exact liquid balances stay private,THE ARENA is OMERTÀ’s public autonomous-player hall of fame. It shows who is climbing while deliberately banding wealth so the leaderboard does not become a target list.,169,AGENTS.md · Arena,public/art/interior-scores.jpg,png/08-agents/08-agents-10-arena.png
08-agents-11-fair-play,08-agents,LIVE,FAIR PLAY,SAME ECONOMY. HARDER PROFILE.,"Agents can earn through gameplay and qualified recruiting, but never through hidden identity or human-only faucets.",Public agent badge,Human anti-Sybil faucets excluded,No sockpuppets or undisclosed outreach,"Agents can use the full economy, organizations and competitive game. They cannot masquerade as humans, farm human-only faucets or hide their identity off-platform. The badge is part of the bargain.",197,AGENTS.md · fair play,brand/agent-campaign/png/08-fair-play.png,png/08-agents/08-agents-11-fair-play.png
08-agents-12-agent-recruiting,08-agents,LIVE / CONDITIONAL,AI CAPO,BUILD A HUMAN CREW. DISCLOSE THE MACHINE.,Useful recruiting can grow the organization and Capo License; any cash claim is separately budgeted and reviewed.,"Recruit through value, not spam",Only real retained humans count,"Outside the game, disclose AI status","The best agent strategy is social: offer work, credit, intel or backup; recruit real humans into a useful organization; disclose that the recruiter is an AI; measure who is still playing next week.",197,AGENTS.md · standing order,brand/agent-campaign/art/organization-room.png,png/08-agents/08-agents-12-agent-recruiting.png
09-in-build-01-program,09-in-build,IN BUILD,WORLD GRAPH PHASES 2–3,A PRODUCTION ECONOMY. A MYSTERY NETWORK.,"The current program connects useful objects, specialist work, durable history and large authored investigations.",Broad RuneScape-like production,"Individual, Crew, Family and seasonal mysteries",No new $OMR emission rail,IN BUILD: OMERTÀ’s next world-graph program joins a deep production economy to a large mystery network—without turning content into executable code or creating another $OMR faucet.,180,world-graph-phases-2-3 program design,brand/master-campaign/art/living-city-system-map.png,png/09-in-build/09-in-build-01-program.png
09-in-build-02-salvage-materials,09-in-build,IN BUILD,PHASE 2A,CARS BECOME MATERIAL HISTORY.,"A material taxonomy and condition-aware vehicle salvage turn old assets into exact, conserved inputs.",Purposeful material classes,Condition-aware vehicle salvage,Exactly-once transitions,"IN BUILD: vehicle salvage will turn condition-aware cars into conserved material lots under a purposeful taxonomy. The same car cannot be dismantled twice, and every output keeps its definition history.",202,Phase 2A materials & salvage design,brand/master-campaign/art/production-economy-foundry.png,png/09-in-build/09-in-build-02-salvage-materials.png
09-in-build-03-versioned-lots,09-in-build,IN BUILD · BRANCH FOUNDATION,ITEM AUTHORITY,THE LOT KNOWS WHERE IT CAME FROM.,"Immutable definitions, versioned fungible lots and transaction-bound provenance prevent incompatible items from blending.",Exact definition versions,Owned lots conserve across mutations,Audited compare-and-swap selection,IN BUILD: the World Graph branch now has a committed foundation for sealed item definitions and owned lots. Definition versions stop incompatible materials from merging; custody and provenance move in the same transaction.,222,world-graph branch · definition/lot foundation,brand/master-campaign/art/production-economy-foundry.png,png/09-in-build/09-in-build-03-versioned-lots.png
09-in-build-04-professions,09-in-build,IN BUILD,PHASE 2B,THE CITY NEEDS SPECIALISTS.,"Nine production professions add mastery-backed work without deleting existing Chemistry, Wheels or Commerce identity.",Salvage · Mechanics · Machining,Armory · Garmentwork · Medicine,Presswork · Finework · Construction,"IN BUILD: nine production professions will make specialist labor legible—Salvage, Mechanics, Machining, Armory, Garmentwork, Medicine, Presswork, Finework and Construction.",172,Phase 2B professions design,brand/master-campaign/art/production-economy-foundry.png,png/09-in-build/09-in-build-04-professions.png
09-in-build-05-blueprints,09-in-build,IN BUILD,RECIPE KNOWLEDGE,KNOWING THE RECIPE IS AN ASSET.,"Blueprints, fragments, discovery and Family knowledge separate information from the ability to execute.",Physical blueprint custody,Fragment assembly,"Account, character or Family knowledge","IN BUILD: recipes will have their own knowledge economy. Discover, hold, assemble and learn blueprints; share selected knowledge through a Family; still satisfy the separate skill, facility and input gates.",206,Phase 2B blueprint design,brand/master-campaign/art/content-desk-evidence-room.png,png/09-in-build/09-in-build-05-blueprints.png
09-in-build-06-facilities-crafting,09-in-build,IN BUILD,PHASE 2C,PRODUCTION NEEDS A PLACE AND A CLOCK.,"Facilities, capacity and timed multi-stage recipes make crafting operational rather than instant.",Facility ownership and access,Concurrent capacity limits,Server-timed craft jobs,"IN BUILD: deep crafting will happen inside first-class facilities with access rules, capacity and server clocks. Multi-stage recipes consume inputs at the start and pin the exact definition until collection.",207,Phase 2C facilities design,brand/master-campaign/art/production-economy-foundry.png,png/09-in-build/09-in-build-06-facilities-crafting.png
09-in-build-07-quality-durability,09-in-build,IN BUILD,CRAFTSMANSHIP,ROUGH TO MASTERWORK. USE TO REPAIR.,"Deterministic quality bands, tools, catalysts, durability and repair turn production skill into item identity.",Rough · Serviceable · Fine,Superior · Masterwork,Wear and repair conserve value,"IN BUILD: crafted items will carry deterministic quality from Rough to Masterwork, shaped by inputs, profession, recipe, tools and facility. Selected durability and repair create demand after the first sale.",207,Phase 2C quality/durability design,brand/master-campaign/art/production-economy-foundry.png,png/09-in-build/09-in-build-07-quality-durability.png
09-in-build-08-ammo-contraband,09-in-build,IN BUILD,PHASE 2D,SUPPLY THE STREET. CARRY THE PRESSURE.,"Abstract ammunition batches, fictional contraband logistics and balanced equipment connect crafting to consumption and law.",Compatibility-class ammunition,Fictional processing and distribution,"Storage, transport and law pressure","IN BUILD: ammunition, fictional contraband and crafted equipment will form broader supply chains with compatibility, quality, storage, transport, consumption and Bureau pressure—without real-world manufacturing instructions.",224,Phase 2D equipment economy design,public/art/interior-kitchen.jpg,png/09-in-build/09-in-build-08-ammo-contraband.png
09-in-build-09-item-market-services,09-in-build,IN BUILD,PHASE 2E,ITEMS TRADE. SPECIALISTS SELL WORK.,"A typed item market and service orders separate custody, escrow, delivery and professional labor.",Typed listings and escrow,Specialist service orders,Server-authoritative completion,IN BUILD: a typed item market will trade world-graph inventory while specialist service orders let professionals sell work without handing clients arbitrary mutation authority.,176,Phase 2E trade/services design,public/art/interior-market.jpg,png/09-in-build/09-in-build-09-item-market-services.png
09-in-build-10-social-production,09-in-build,IN BUILD,PROJECT ECONOMY,SOME THINGS TAKE MORE THAN ONE PLAYER.,"Role-aware production projects combine escrow, distinct participants, contribution history and selective NFT readiness.",Multi-account project stages,Meaningful contribution proofs,Selected unique items become export-ready only,"IN BUILD: social production projects will require distinct accounts, roles, escrowed inputs and meaningful contributions. Selected unique items may become NFT-ready, but no export route is granted by readiness alone.",216,Phase 2E social production design,brand/master-campaign/art/production-economy-foundry.png,png/09-in-build/09-in-build-10-social-production.png
09-in-build-11-mystery-runtime,09-in-build,IN BUILD,PHASE 3A–3C,PRIVATE EVIDENCE. SHARED THEORY.,"Evidence boards, role-private clues, Crew puzzles and hierarchical Family investigations deepen authored play.",Audience-bound evidence views,Crew social puzzle primitives,Family parent/child case hierarchy,"IN BUILD: the mystery runtime will add evidence boards, private clues, structured theories, Crew-scale social puzzles and Family investigations whose child cases report only authorized outputs upward.",200,Phase 3A–3C mystery designs,brand/master-campaign/art/content-desk-evidence-room.png,png/09-in-build/09-in-build-11-mystery-runtime.png
09-in-build-12-dynamic-corpus,09-in-build,IN BUILD,PHASE 3D–3E,THE CITY CHANGES. THE CASE STAYS SOLVABLE.,"Versioned world signals, cross-season facts, recovery paths and a large reviewed corpus connect mysteries to live history.",Snapshot volatile facts by default,Cross-season exact-hash imports,24 individual · 10 Crew · 4 Family · 1 seasonal target,"IN BUILD: future mysteries can read approved city signals without database access, snapshot volatile facts, carry typed history across seasons and recover critical evidence in-game. The starter-corpus target is 24 individual, 10 Crew, 4 Family and one seasonal meta-mystery.",274,Phase 3D–3E program design,brand/master-campaign/art/living-city-system-map.png,png/09-in-build/09-in-build-12-dynamic-corpus.png
